"","Asteraceae.lig.","Asteraceae.tub.","Dodonaea.T.mau.167","Dodonaea.T.mau.128","Erica.T.mau.141","Ericales","Trochetia.T.mau.146","Trochetia.T.mau.174","Poaceae","Laurembergia.tetranda.type","Cyperaceae","Nymphoides.indica.type","Onagraceae","Pandanus.T.mau.131","Pandanus","Acalypha","Allophylus.T.mau.90","Aphloia.theiformis.type","Araliaceae.type","Bakerella.type.T.mau.169","Psiloxylon.mauritiana","Clematis.mauritiana.type","Dracaena.type","Eugenia","Labourdonnaisia.type.T.mau.98","Molinaea.T.mau.136","Myrtaceae.undif.","Nuxia.verticillata","Olea.type.T.mau.153","Pilea.Ficus.undif.","Polyscias.type..Araliaceae.","Rorippa.insularis.type","Sapotaceae","Syzygium","Tambourissa.purpurea.type..T.mau.101b.","Urticaceae.Moraceae.undif.","Weinmannia","Securinega.type..T.mau.8.","Alchornea.type","Artemisia.afra.type..T.mau.142.","Cycadaceae.type","Hydrocotyle.type..T.mau.135.","Podocarpus.type","Apiaceae.type","Solanaceae.type","Camellia.sinensis.type","Cordia.type","Euphorbiaceae.T.mau.112b","Euphorbiaceae.T.mau.172","Euphorbiaceae.T.mau.88.","Fabaceae","Melastomataceae","Plantago","Psidium.cattleianum","Rubiaceae.type.T.mau.121","Rubiaceae.type.T.mau.164","Rubiaceae.type.T.mau.67","Rubiaceae.type.T.mau.70","Arecaceae.type.T.mau.127","Arecaceae.type.T.mau.137","Arecaceae.type.T.mau.139","Arecaceae.tetrade.type.T.mau.2","cf..T.mau.87","not.Thalictrum.type","T.mau.100","T.mau.103","T.mau.115","T.mau.116..Proteaceae..","T.mau.12","T.mau.129b","T.mau.130","T.mau.132b","T.mau.138..Solanaceae..","T.mau.140","T.mau.143..Monimiaceae..","T.mau.143b","T.mau.147","T.mau.148","T.mau.150","T.mau.151","T.mau.151b","T.mau.152","T.mau.154","T.mau.157","T.mau.158..Oenothera..","T.mau.162","T.mau.165","T.mau.166..Solanaceae..","T.mau.168","T.mau.171","T.mau.175","T.mau.175a","T.mau.175b","T.mau.177","T.mau.178","T.mau.179","T.mau.18","T.mau.180","T.mau.181","T.mau.182","T.mau.185","T.mau.188","T.mau.189","T.mau.19","T.mau.190","T.mau.191","T.mau.202","T.mau.20b","T.mau.213","T.mau.28","T.mau.35b","T.mau.37","T.mau.43","T.mau.48","T.mau.51","T.mau.52","T.mau.57","T.mau.58","T.mau.59","T.mau.65","T.mau.75","T.mau.84","T.mau.87","T.mau.99","Cyathea","Lycopodium","Monolete.clavate.","Monolete.echinate.","Monolete.psilate.","Monolete.verrucate.","Pteris","T.mau.124.Trilete.verrucate.","T.mau.125.Trilete..large","T.mau.145.Trilete.echinate.","T.mau.161.Trilete.","T.mau.170","T.mau.184.Trilete.","T.mau.34.Trilete.reticulate.","T.mau.53.Trilete.echinate..","T.mau.54a","T.mau.54b","T.mau.54c.","T.mau.56.Trilete.","T.mau.64.Trilete.foveolate.","T.mau.93.Trilete.","Cal_yrs_BP","min","max"
"29460",0,0,0.00147710487444609,0,0.00147710487444609,0,0,0,0.00295420974889217,0,0.00590841949778434,0,0,0,0.361890694239291,0,0,0,0,0,0,0,0.00590841949778434,0,0,0,0.00295420974889217,0.017725258493353,0.00147710487444609,0.0989660265878877,0,0.00147710487444609,0,0,0.0443131462333826,0.00147710487444609,0.00147710487444609,0,0,0,0.0162481536189069,0.00295420974889217,0,0,0,0,0,0,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0.00443131462333826,0,0.0280649926144756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261447562776957,0.0132939438700148,0,0,0.0620384047267356,0.00590841949778434,0.00443131462333826,0,0.0487444608567208,0,0,0,0,0,0,0,0,0,0,0,0,29773.5,NA,NA
"29971",0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0.347383720930233,0,0.00145348837209302,0,0,0,0,0,0,0,0,0,0.00436046511627907,0.0203488372093023,0.00145348837209302,0.151162790697674,0,0.00436046511627907,0,0.00145348837209302,0.0421511627906977,0,0.00872093023255814,0.00145348837209302,0,0,0.0276162790697674,0.00145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145348837209302,0,0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0.00145348837209302,0,0,0,0,0,0,0,0,0.00436046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238372093023256,0.00726744186046512,0,0,0.0421511627906977,0.00436046511627907,0,0,0.0465116279069767,0,0.00145348837209302,0.00145348837209302,0,0,0,0,0,0,0,0,0,30228.5,NA,NA
"30485",0,0,0,0,0.00410958904109589,0,0,0,0.00273972602739726,0,0,0,0,0,0.317808219178082,0,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0.0397260273972603,0,0.105479452054795,0,0.00273972602739726,0,0.00273972602739726,0.0493150684931507,0.00136986301369863,0.00684931506849315,0,0,0.00136986301369863,0.0219178082191781,0.00684931506849315,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0.0356164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136986301369863,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276712328767123,0.00821917808219178,0,0,0.0534246575342466,0.00136986301369863,0.00273972602739726,0,0.0452054794520548,0,0,0.00136986301369863,0,0,0,0,0,0,0,0,0,30652,NA,NA
"30999",0,0,0,0,0.00470957613814757,0,0,0,0.00156985871271586,0,0,0,0,0,0.315541601255887,0,0.00156985871271586,0,0,0,0,0,0.00156985871271586,0,0,0,0.00627943485086342,0.0596546310832025,0,0.116169544740973,0,0.00784929356357928,0,0,0.0345368916797488,0.00784929356357928,0.00941915227629513,0.00156985871271586,0,0,0.0204081632653061,0.00313971742543171,0,0,0,0,0,0,0.00627943485086342,0,0,0,0,0,0,0,0,0,0,0,0,0.0361067503924647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941915227629513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227629513343799,0.00784929356357928,0,0,0.0690737833594976,0.00470957613814757,0.00313971742543171,0.00156985871271586,0.0392464678178964,0.00156985871271586,0,0.00156985871271586,0,0,0,0,0,0,0,0,0,31103.5,NA,NA
"31501",0,0.00324675324675325,0,0,0.00324675324675325,0,0,0,0.00487012987012987,0.00162337662337662,0.00811688311688312,0,0,0,0.371753246753247,0,0,0,0,0,0,0,0.00162337662337662,0,0,0,0.00162337662337662,0.0568181818181818,0.00162337662337662,0.0844155844155844,0,0.00324675324675325,0,0.00162337662337662,0.0275974025974026,0,0.00974025974025974,0,0,0,0.0146103896103896,0.00487012987012987,0,0,0,0,0,0,0.00811688311688312,0,0,0,0,0,0,0,0,0,0,0,0,0.121753246753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149350649350649,0.00324675324675325,0,0,0.0909090909090909,0,0.00162337662337662,0,0.0211038961038961,0,0,0,0,0,0,0,0,0,0,0,0,31595.5,NA,NA
"32004",0,0.003125,0.0015625,0,0.00625,0,0,0.0015625,0,0.0015625,0,0,0,0,0.43125,0,0.0015625,0,0,0,0,0,0.0046875,0,0,0,0.0109375,0.034375,0,0.05625,0,0.0046875,0,0.0109375,0.021875,0.003125,0.0078125,0.0015625,0.0015625,0.003125,0.0265625,0.0015625,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0.05625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2015625,0.0046875,0,0,0.053125,0.0015625,0,0,0.0375,0.0015625,0.0015625,0.0015625,0,0,0,0,0,0,0,0,0,32079.5,NA,NA
"32508",0,0,0,0,0.0109204368174727,0,0,0,0,0,0.0015600624024961,0,0,0,0.410296411856474,0.0015600624024961,0,0,0,0,0,0,0.0031201248049922,0,0,0,0.0046801872074883,0.0421216848673947,0,0.0764430577223089,0,0.0015600624024961,0,0.0046801872074883,0.0405616224648986,0,0.0046801872074883,0,0,0.0015600624024961,0.0280811232449298,0.0015600624024961,0,0,0,0,0,0,0.0062402496099844,0,0,0,0,0,0,0.0015600624024961,0,0,0,0.0046801872074883,0,0.0717628705148206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187207488299532,0.0062402496099844,0.0031201248049922,0,0.0499219968798752,0.0015600624024961,0,0,0.0343213728549142,0,0,0,0,0,0,0,0,0,0,0,0,32580,NA,NA
"33017",0,0,0,0,0.0220183486238532,0,0,0,0,0,0.0036697247706422,0,0,0,0.510091743119266,0,0,0,0,0,0,0,0.0036697247706422,0.0018348623853211,0,0,0.0018348623853211,0.0458715596330275,0,0.0678899082568807,0,0.0055045871559633,0,0,0.0128440366972477,0,0.0146788990825688,0,0,0.0018348623853211,0.0330275229357798,0.0055045871559633,0,0,0,0,0,0,0.0110091743119266,0,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155963302752294,0.0036697247706422,0,0.0036697247706422,0.0477064220183486,0.0018348623853211,0,0,0.018348623853211,0,0.0018348623853211,0.0018348623853211,0,0,0,0,0,0,0,0,0,33095,NA,NA
"33519",0,0.00200803212851406,0,0,0.0180722891566265,0,0,0,0.00401606425702811,0,0,0,0,0,0.508032128514056,0.00200803212851406,0,0,0,0,0,0,0.00401606425702811,0,0,0,0.00200803212851406,0.0622489959839357,0,0.0943775100401606,0,0.00200803212851406,0,0,0.0180722891566265,0.00200803212851406,0.00803212851405622,0,0,0.00401606425702811,0.034136546184739,0.00401606425702811,0,0,0,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0.034136546184739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116465863453815,0.00602409638554217,0,0,0.0401606425702811,0,0.00200803212851406,0,0.0220883534136546,0,0,0,0,0,0,0,0,0,0,0,0,33725,NA,NA
"34026",0,0,0,0,0.011472275334608,0,0,0,0,0,0,0,0,0,0.567877629063097,0,0.00191204588910134,0,0,0,0,0,0.00956022944550669,0,0,0,0.00764818355640535,0.0152963671128107,0,0.0401529636711281,0,0.00191204588910134,0,0.00382409177820268,0.0325047801147228,0.00191204588910134,0.00382409177820268,0.00191204588910134,0,0.00382409177820268,0.0286806883365201,0.00191204588910134,0,0,0,0,0,0,0.00573613766730402,0,0,0,0,0,0,0,0,0,0,0,0,0.0229445506692161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149139579349904,0.00956022944550669,0.00382409177820268,0.00764818355640535,0.0420650095602294,0.00382409177820268,0.00191204588910134,0,0.0133843212237094,0.00191204588910134,0,0,0,0,0,0,0.00382409177820268,0,0,0,0,34098.5,NA,NA
"34429",0,0.00398406374501992,0,0,0.0099601593625498,0,0,0.00199203187250996,0,0,0.00199203187250996,0,0,0,0.525896414342629,0,0,0,0,0,0,0,0,0,0,0,0.00597609561752988,0.0537848605577689,0,0.0637450199203187,0,0.00199203187250996,0,0,0.0318725099601594,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.0159362549800797,0.00199203187250996,0,0,0,0,0,0,0.00398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,0.0378486055776892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157370517928287,0,0,0,0.0378486055776892,0,0,0.00199203187250996,0.0219123505976096,0,0,0.00398406374501992,0,0,0,0,0,0,0,0,0,34435,NA,NA
"34827",0,0,0,0,0.00696864111498258,0,0,0,0.00174216027874564,0,0,0,0,0,0.48780487804878,0,0,0,0,0,0,0,0.00696864111498258,0,0,0,0,0.0418118466898955,0,0.0331010452961672,0,0.00174216027874564,0,0,0.024390243902439,0,0.00522648083623693,0.00174216027874564,0,0,0.029616724738676,0,0,0,0.00174216027874564,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0.0679442508710801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174216027874564,0.189895470383275,0,0,0.00696864111498258,0.0452961672473868,0.00522648083623693,0,0,0.0331010452961672,0.00174216027874564,0,0,0,0,0,0,0,0,0,0.00174216027874564,0,34754.5,NA,NA
"35214",0,0.00169204737732657,0.00338409475465313,0,0.00846023688663283,0,0,0,0,0,0.00169204737732657,0,0,0,0.539763113367174,0,0,0,0,0,0,0,0.00169204737732657,0,0,0,0,0.0169204737732657,0,0.0473773265651438,0,0,0,0,0.0152284263959391,0.00338409475465313,0.0050761421319797,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0.00338409475465313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169204737732657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346869712352,0.00169204737732657,0,0,0.0304568527918782,0.00169204737732657,0.00169204737732657,0,0.0490693739424704,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,35156.5,NA,NA
"35597",0,0,0,0,0.011887072808321,0,0,0.00148588410104012,0.00148588410104012,0.148588410104012,0.00594353640416048,0,0,0,0.286775631500743,0,0,0,0,0,0,0,0.00297176820208024,0,0,0,0,0.0297176820208024,0,0.0653789004457652,0,0.00148588410104012,0,0,0.0282317979197623,0.00297176820208024,0.0133729569093611,0,0,0,0.0326894502228826,0.00297176820208024,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0.0133729569093611,0,0.011887072808321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194650817236256,0.00445765230312036,0,0.00594353640416048,0.0742942050520059,0.00297176820208024,0.00594353640416048,0,0.0386329866270431,0.00742942050520059,0,0,0,0,0,0,0,0,0,0,0,35783.5,NA,NA
