"","Asteraceae.lig.","Asteraceae.tub.","Dodonaea.T.mau.167","Dodonaea.T.mau.128","Erica.T.mau.141","Ericales","Trochetia.T.mau.146","Trochetia.T.mau.174","Poaceae","Laurembergia.tetranda.type","Cyperaceae","Nymphoides.indica.type","Onagraceae","Pandanus.T.mau.131","Pandanus","Acalypha","Allophylus.T.mau.90","Aphloia.theiformis.type","Araliaceae.type","Bakerella.type.T.mau.169","Psiloxylon.mauritiana","Clematis.mauritiana.type","Dracaena.type","Eugenia","Labourdonnaisia.type.T.mau.98","Molinaea.T.mau.136","Myrtaceae.undif.","Nuxia.verticillata","Olea.type.T.mau.153","Pilea.Ficus.undif.","Polyscias.type..Araliaceae.","Rorippa.insularis.type","Sapotaceae","Syzygium","Tambourissa.purpurea.type..T.mau.101b.","Urticaceae.Moraceae.undif.","Weinmannia","Securinega.type..T.mau.8.","Alchornea.type","Artemisia.afra.type..T.mau.142.","Cycadaceae.type","Hydrocotyle.type..T.mau.135.","Podocarpus.type","Apiaceae.type","Solanaceae.type","Camellia.sinensis.type","Cordia.type","Euphorbiaceae.T.mau.112b","Euphorbiaceae.T.mau.172","Euphorbiaceae.T.mau.88.","Fabaceae","Melastomataceae","Plantago","Psidium.cattleianum","Rubiaceae.type.T.mau.121","Rubiaceae.type.T.mau.164","Rubiaceae.type.T.mau.67","Rubiaceae.type.T.mau.70","Arecaceae.type.T.mau.127","Arecaceae.type.T.mau.137","Arecaceae.type.T.mau.139","Arecaceae.tetrade.type.T.mau.2","cf..T.mau.87","not.Thalictrum.type","T.mau.100","T.mau.103","T.mau.115","T.mau.116..Proteaceae..","T.mau.12","T.mau.129b","T.mau.130","T.mau.132b","T.mau.138..Solanaceae..","T.mau.140","T.mau.143..Monimiaceae..","T.mau.143b","T.mau.147","T.mau.148","T.mau.150","T.mau.151","T.mau.151b","T.mau.152","T.mau.154","T.mau.157","T.mau.158..Oenothera..","T.mau.162","T.mau.165","T.mau.166..Solanaceae..","T.mau.168","T.mau.171","T.mau.175","T.mau.175a","T.mau.175b","T.mau.177","T.mau.178","T.mau.179","T.mau.18","T.mau.180","T.mau.181","T.mau.182","T.mau.185","T.mau.188","T.mau.189","T.mau.19","T.mau.190","T.mau.191","T.mau.202","T.mau.20b","T.mau.213","T.mau.28","T.mau.35b","T.mau.37","T.mau.43","T.mau.48","T.mau.51","T.mau.52","T.mau.57","T.mau.58","T.mau.59","T.mau.65","T.mau.75","T.mau.84","T.mau.87","T.mau.99","Cyathea","Lycopodium","Monolete.clavate.","Monolete.echinate.","Monolete.psilate.","Monolete.verrucate.","Pteris","T.mau.124.Trilete.verrucate.","T.mau.125.Trilete..large","T.mau.145.Trilete.echinate.","T.mau.161.Trilete.","T.mau.170","T.mau.184.Trilete.","T.mau.34.Trilete.reticulate.","T.mau.53.Trilete.echinate..","T.mau.54a","T.mau.54b","T.mau.54c.","T.mau.56.Trilete.","T.mau.64.Trilete.foveolate.","T.mau.93.Trilete.","Cal_yrs_BP","min","max"
"14636",0,0,0,0,0.018450184501845,0,0,0,0,0,0,0,0,0,0.468634686346863,0.003690036900369,0,0,0,0,0,0,0.00922509225092251,0.0018450184501845,0,0,0.00553505535055351,0.0535055350553506,0,0.0571955719557196,0,0.003690036900369,0.0018450184501845,0.0129151291512915,0.0129151291512915,0.00553505535055351,0.025830258302583,0.011070110701107,0,0,0.011070110701107,0.0018450184501845,0,0,0.0018450184501845,0,0,0,0.003690036900369,0,0,0.003690036900369,0,0,0,0,0,0,0.0018450184501845,0.0018450184501845,0,0.0756457564575646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553505535055351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103321033210332,0.0018450184501845,0,0,0.0664206642066421,0.0018450184501845,0.003690036900369,0,0.022140221402214,0.0018450184501845,0,0,0,0,0,0,0,0,0,0,0,15428,NA,NA
"15145",0,0,0,0,0.0134615384615385,0,0,0,0.00192307692307692,0,0.00192307692307692,0,0,0,0.563461538461538,0.00192307692307692,0,0,0,0,0,0,0.0153846153846154,0.00192307692307692,0,0,0.00961538461538462,0.0384615384615385,0.00192307692307692,0.0384615384615385,0,0.00576923076923077,0,0.00384615384615385,0.0153846153846154,0.00384615384615385,0.0134615384615385,0.00576923076923077,0,0.00192307692307692,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0.00384615384615385,0,0,0,0,0,0,0,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0.00192307692307692,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0,0,0.121153846153846,0.00192307692307692,0.00192307692307692,0.00192307692307692,0.0692307692307692,0,0.00384615384615385,0,0.0115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,16428.5,NA,NA
"16204",0,0,0,0,0.0112107623318386,0,0,0,0.00224215246636771,0.00224215246636771,0,0,0,0,0.645739910313901,0,0,0,0,0,0,0,0,0,0,0,0,0.0426008968609865,0,0.0919282511210762,0,0.00448430493273543,0,0.00448430493273543,0.00896860986547085,0.00448430493273543,0.015695067264574,0.00896860986547085,0,0.00224215246636771,0.00672645739910314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246636771300448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515695067264574,0,0,0,0.047085201793722,0,0.00224215246636771,0,0.0201793721973094,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,17420.5,NA,NA
"17258",0,0.00202429149797571,0,0,0.01417004048583,0,0,0,0.00202429149797571,0.0364372469635627,0.0182186234817814,0,0,0,0.552631578947368,0,0,0,0,0,0,0.00202429149797571,0.00404858299595142,0,0,0,0.00202429149797571,0.0202429149797571,0.00202429149797571,0.0242914979757085,0,0.00809716599190283,0,0,0.0303643724696356,0.00202429149797571,0.0182186234817814,0.00202429149797571,0,0.00404858299595142,0.0222672064777328,0.00202429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809716599190283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404858299595142,0,0,0.00404858299595142,0.00202429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202429149797571,0,0,0.143724696356275,0,0,0,0.0607287449392713,0,0,0,0.00607287449392713,0,0,0,0,0,0,0,0,0,0,0,0,18422.5,NA,NA
"18378",0,0,0,0,0.00980392156862745,0,0,0,0.00196078431372549,0.00392156862745098,0.00588235294117647,0,0,0.00588235294117647,0.549019607843137,0,0,0,0,0,0,0,0.00392156862745098,0,0,0,0.00392156862745098,0.0509803921568627,0,0.0862745098039216,0,0.00392156862745098,0,0.00196078431372549,0.0254901960784314,0.00196078431372549,0.0254901960784314,0.00392156862745098,0,0.00196078431372549,0.0176470588235294,0.00196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196078431372549,0,0.0254901960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784313725490196,0.00588235294117647,0,0,0.0568627450980392,0.00392156862745098,0.00196078431372549,0,0.0176470588235294,0,0,0,0,0,0,0,0,0.00196078431372549,0,0,0,19416,NA,NA
"19495",0,0,0,0,0.010752688172043,0,0,0,0,0,0.0021505376344086,0,0,0.0021505376344086,0.597849462365591,0.0021505376344086,0,0,0,0,0,0.0021505376344086,0.00645161290322581,0.0021505376344086,0,0,0.00645161290322581,0.0344086021505376,0,0.0903225806451613,0,0.00645161290322581,0.0021505376344086,0,0.0150537634408602,0,0.0258064516129032,0.00645161290322581,0,0.0043010752688172,0.0129032258064516,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0.0021505376344086,0,0,0,0,0,0.00645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645161290322581,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924731182795699,0.0021505376344086,0,0,0.043010752688172,0.0043010752688172,0.0021505376344086,0,0.00645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,20418,NA,NA
"20601",0,0,0,0,0.0099403578528827,0,0,0,0,0,0.00198807157057654,0,0,0,0.560636182902585,0.00198807157057654,0,0,0,0,0,0,0.0099403578528827,0,0,0,0,0.0357852882703777,0,0.0815109343936382,0,0.00596421471172962,0.00198807157057654,0.00198807157057654,0.0119284294234592,0.00596421471172962,0.0238568588469185,0.00397614314115308,0,0,0.0119284294234592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198807157057654,0,0.0278330019880716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119284294234592,0.00397614314115308,0,0,0.0536779324055666,0,0.00198807157057654,0,0.0218687872763419,0,0,0,0,0,0,0,0,0,0,0,0,21408.5,NA,NA
"21707",0,0.0058252427184466,0.00388349514563107,0,0.0135922330097087,0,0,0,0,0,0,0,0,0,0.535922330097087,0,0,0.00194174757281553,0,0,0,0,0.0058252427184466,0.0058252427184466,0,0,0,0.0330097087378641,0,0.0233009708737864,0,0.00776699029126214,0,0.0058252427184466,0.0135922330097087,0.00776699029126214,0.0155339805825243,0,0,0.00388349514563107,0.0233009708737864,0.00194174757281553,0,0,0,0,0,0.00388349514563107,0,0,0,0,0,0,0,0,0,0,0.00388349514563107,0,0,0.0485436893203883,0,0,0,0,0,0,0,0,0,0,0.0058252427184466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757281553398058,0.0058252427184466,0.00194174757281553,0.0058252427184466,0.104854368932039,0.00194174757281553,0.00194174757281553,0,0.0310679611650485,0,0,0,0,0,0,0,0,0,0,0,0,22418,NA,NA
"22690",0,0,0,0,0.0043956043956044,0,0,0,0.0021978021978022,0,0,0,0,0,0.547252747252747,0.0021978021978022,0,0,0,0,0,0,0.0021978021978022,0,0,0,0.0021978021978022,0.0417582417582418,0,0.0241758241758242,0,0.0043956043956044,0,0.00659340659340659,0.0043956043956044,0.0043956043956044,0.0131868131868132,0,0,0,0.0263736263736264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021978021978022,0,0,0,0,0,0.171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615384615384615,0.00659340659340659,0,0,0.0395604395604396,0.0043956043956044,0,0,0.021978021978022,0.0021978021978022,0,0.0021978021978022,0,0,0,0,0,0,0,0,0,23427,NA,NA
"23681",0,0,0,0,0.0105485232067511,0,0,0,0,0,0.00421940928270042,0,0,0,0.575949367088608,0.00210970464135021,0,0,0,0,0,0,0.00421940928270042,0.00421940928270042,0.00210970464135021,0,0.0210970464135021,0.0126582278481013,0,0.0147679324894515,0,0.00632911392405063,0,0.00210970464135021,0.0168776371308017,0,0.0105485232067511,0.0126582278481013,0,0.00210970464135021,0.00843881856540084,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0.137130801687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654008438818565,0.00632911392405063,0.00210970464135021,0,0.0569620253164557,0.00210970464135021,0.00210970464135021,0,0.00843881856540084,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,24065,NA,NA
"23954",0,0,0,0,0.0188284518828452,0,0,0,0,0,0,0,0,0.00209205020920502,0.5418410041841,0.00209205020920502,0,0,0,0,0,0,0.0188284518828452,0,0,0,0.00836820083682008,0.0669456066945607,0,0.0690376569037657,0,0.00209205020920502,0,0,0.0167364016736402,0.0125523012552301,0.00418410041841004,0.00627615062761506,0,0,0.0167364016736402,0.00627615062761506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690376569037657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376569037656904,0.0104602510460251,0,0,0.0627615062761506,0.00418410041841004,0.00209205020920502,0,0.0209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,24203,NA,NA
"24227",0,0.00218818380743982,0,0,0.0087527352297593,0,0,0,0,0,0.00218818380743982,0,0,0,0.606126914660831,0.00218818380743982,0,0,0,0,0,0.00218818380743982,0.0087527352297593,0,0,0,0,0.0568927789934354,0,0.0284463894967177,0,0.0087527352297593,0,0,0.0175054704595186,0.0109409190371991,0.0306345733041575,0.00437636761487965,0.00218818380743982,0.00218818380743982,0.0328227571115974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547045951859956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459518599562363,0.0087527352297593,0,0.00218818380743982,0.0415754923413567,0,0.00218818380743982,0,0.0131291028446389,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,24322,NA,NA
"24394",0,0.00390625,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0.576171875,0,0,0,0,0,0,0,0,0,0,0,0.009765625,0.037109375,0,0.05078125,0,0,0,0,0.00390625,0,0.00390625,0.00390625,0,0.00390625,0.033203125,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0,0,0.142578125,0.00390625,0,0,0.0390625,0.001953125,0.001953125,0,0.03515625,0,0,0,0,0,0,0,0,0,0,0,0,24459.5,NA,NA
"24562",0,0,0.00178890876565295,0,0.0125223613595707,0,0,0,0,0,0,0,0,0,0.504472271914132,0.00178890876565295,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0.0232558139534884,0,0.0214669051878354,0,0.0035778175313059,0,0,0.0250447227191413,0.00536672629695885,0.0125223613595707,0,0,0.00715563506261181,0.0161001788908766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644007155635063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0.184257602862254,0.00715563506261181,0,0,0.073345259391771,0.00178890876565295,0.00536672629695885,0,0.0196779964221825,0,0.00178890876565295,0.00178890876565295,0,0,0,0,0,0,0,0,0,24582,NA,NA
"24727",0,0,0,0,0.00346020761245675,0,0,0,0,0,0.00346020761245675,0,0,0,0.437716262975779,0,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0.0207612456747405,0,0.0605536332179931,0,0,0,0,0.041522491349481,0.00173010380622837,0.00865051903114187,0,0,0.00346020761245675,0.0173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743944636678201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247404844290657,0,0.00173010380622837,0.00346020761245675,0.0294117647058824,0.00519031141868512,0.00519031141868512,0,0.0294117647058824,0,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,24708.5,NA,NA
"24896",0,0,0.00154559505409583,0,0,0,0,0,0,0,0.00309119010819165,0,0,0,0.404945904173107,0.00154559505409583,0,0,0,0,0,0,0,0,0,0,0.00772797527047913,0.0942812982998454,0,0.0942812982998454,0,0.00463678516228748,0,0.00463678516228748,0.00463678516228748,0.00927357032457496,0.0540958268933539,0.00154559505409583,0,0,0.0185471406491499,0.00309119010819165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123647604327666,0,0,0,0,0,0,0,0,0,0,0.00154559505409583,0,0,0,0,0,0,0,0.00309119010819165,0,0,0,0,0,0.00154559505409583,0,0,0.00154559505409583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154559505409583,0,0,0,0,0,0,0,0,0,0,0.106646058732612,0.00309119010819165,0,0.00618238021638331,0.123647604327666,0,0.00309119010819165,0,0.0262751159196291,0,0.00154559505409583,0,0,0,0,0,0,0,0,0,0,24841,NA,NA
"25066",0,0,0,0,0.00384615384615385,0,0,0,0,0,0.00384615384615385,0,0,0,0.292307692307692,0,0,0,0,0,0,0,0,0,0,0,0.0230769230769231,0.0826923076923077,0,0.213461538461538,0,0.00192307692307692,0,0.0115384615384615,0.0230769230769231,0.00576923076923077,0.0288461538461538,0.00384615384615385,0.00192307692307692,0.00192307692307692,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0.148076923076923,0.00576923076923077,0,0.00384615384615385,0.0576923076923077,0,0.00192307692307692,0,0.0230769230769231,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,25107,NA,NA
"25237",0,0,0,0,0,0,0.0013986013986014,0,0,0,0,0,0,0,0.39020979020979,0.0013986013986014,0,0,0,0,0,0,0,0,0,0,0.00979020979020979,0.0601398601398601,0,0.0979020979020979,0,0.0027972027972028,0.0027972027972028,0.00699300699300699,0.0223776223776224,0,0.027972027972028,0,0,0,0.0237762237762238,0.0027972027972028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18041958041958,0.0013986013986014,0,0.0027972027972028,0.11048951048951,0,0,0,0.013986013986014,0.0013986013986014,0.0027972027972028,0,0,0,0,0,0,0,0,0,0,25594.5,NA,NA
"25612",0,0.00192307692307692,0,0,0.00192307692307692,0,0,0,0,0,0.00192307692307692,0,0,0,0.467307692307692,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0557692307692308,0,0.157692307692308,0,0.00192307692307692,0,0.0173076923076923,0.0230769230769231,0,0.00192307692307692,0,0,0,0.0115384615384615,0.00192307692307692,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923076923076923,0.00384615384615385,0,0,0.0596153846153846,0.00192307692307692,0.00192307692307692,0,0.0423076923076923,0,0,0,0,0,0,0,0,0,0,0,0,26085.5,NA,NA
"25990",0,0,0,0,0.00528169014084507,0,0.00176056338028169,0,0,0,0.00352112676056338,0,0,0,0.40669014084507,0,0,0,0,0,0,0,0,0,0,0,0.022887323943662,0.0457746478873239,0,0.147887323943662,0,0.00704225352112676,0,0.00704225352112676,0.0334507042253521,0.00880281690140845,0.0193661971830986,0.00352112676056338,0,0,0.0193661971830986,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880281690140845,0,0.0193661971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0,0,0,0,0,0.00176056338028169,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13556338028169,0.00528169014084507,0,0.00704225352112676,0.0580985915492958,0.00352112676056338,0,0,0.0193661971830986,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,26567,NA,NA
"26482",0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0.357852882703777,0.00596421471172962,0,0,0,0,0,0,0,0,0,0,0.0139165009940358,0.0894632206759443,0,0.218687872763419,0,0.00795228628230616,0,0.025844930417495,0.0238568588469185,0,0.0159045725646123,0.00397614314115308,0.00198807157057654,0.00397614314115308,0.00198807157057654,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397614314115308,0,0.0178926441351889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397614314115308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105367793240557,0.00596421471172962,0,0,0.0636182902584493,0,0,0.00198807157057654,0.0218687872763419,0,0,0,0,0,0,0,0,0,0,0,0,27015.5,NA,NA
"26973",0,0,0,0,0.0016025641025641,0,0,0.00320512820512821,0,0,0.0016025641025641,0,0,0,0.363782051282051,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0.0112179487179487,0.0416666666666667,0,0.0721153846153846,0,0.0016025641025641,0,0.0112179487179487,0.0560897435897436,0.00641025641025641,0.0288461538461538,0,0,0.0016025641025641,0.0368589743589744,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190705128205128,0.00961538461538462,0,0,0.0865384615384615,0.00480769230769231,0.0016025641025641,0,0.0288461538461538,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,27477,NA,NA
"27467",0,0,0,0,0.00389863547758285,0,0,0,0.00194931773879142,0,0.00389863547758285,0,0,0,0.315789473684211,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0.0194931773879142,0.0721247563352826,0,0.243664717348928,0,0,0,0.0194931773879142,0.0350877192982456,0.00194931773879142,0.00584795321637427,0,0,0,0.00974658869395711,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779727095516569,0,0.0292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124756335282651,0,0,0,0.0604288499025341,0.00389863547758285,0.00194931773879142,0,0.0253411306042885,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,27922.5,NA,NA
"27960",0,0,0,0,0.00501672240802676,0,0,0.00167224080267559,0.00501672240802676,0,0.00167224080267559,0,0,0,0.357859531772575,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0.00167224080267559,0.0418060200668896,0,0.147157190635452,0,0.00501672240802676,0,0.00167224080267559,0.048494983277592,0.00668896321070234,0.0150501672240803,0.00334448160535117,0,0.00167224080267559,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267558528428094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187290969899666,0.00167224080267559,0,0,0.0735785953177258,0.00167224080267559,0.00167224080267559,0.00334448160535117,0.0367892976588629,0,0,0,0,0,0,0,0,0,0,0,0,28370,NA,NA
"28453",0,0,0,0,0.00506329113924051,0,0,0,0.00126582278481013,0,0.00126582278481013,0,0,0,0.353164556962025,0.00126582278481013,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0.0430379746835443,0,0.131645569620253,0,0.00126582278481013,0,0.00253164556962025,0.0291139240506329,0,0.00632911392405063,0,0,0.00126582278481013,0.0189873417721519,0.00379746835443038,0,0,0,0,0,0,0.00379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0.0430379746835443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256962025316456,0.00379746835443038,0.00126582278481013,0,0.0379746835443038,0.00253164556962025,0.00253164556962025,0,0.0455696202531646,0,0,0,0,0,0,0,0,0,0,0,0,28841.5,NA,NA
"28946",0,0,0,0,0.0016,0,0,0,0.0032,0,0,0,0,0,0.4048,0.0016,0,0,0,0,0,0,0,0,0,0,0.0016,0.0144,0,0.0912,0,0.0032,0,0,0.0288,0.0032,0.0048,0.0032,0,0.0016,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2624,0.0016,0,0,0.056,0,0.0064,0,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,29293.5,NA,NA
