"","Apiaceae","Artemisia","Betula.nana","Betula.undiff.","Botrychium","Caltha","Carex.type","Cichorioideae","Empetrum","Equisetum","Ericaceae.undiff.","Filipendula","Galium","Gymnocarpium.dryopteris","Isoetes.lacustris","Juniperus","Leptosporangiatae","Lycopodium.annotinum","Menyanthes.trifoliata","Poaceae.undiff.","Potamogeton","Ranunculus","Rumex.type","Salix","Silene.type","Spergula.arvensis","Thalictrum","Alnus","Brassicaceae","Isoetes.echinospora","Lamiaceae","Plantago.maritima","Rhinanthus","Amaranthaceae","Armeria","Koenigia.islandica","Parnassia","Potentilla","Stuckenia","Dryas.octopetala","Huperzia.selago","Valeriana","Asteroideae.undiff.","Pinus","Polypodium.vulgare","Sorbus","cf..Diapensia.lapponica","Ranunculus.sect..Batrachium.type","Corylus","Saxifraga","Rosaceae.undiff.","Plantago.lanceolata","Sedum","Picea","Ulmus","Succisa","Cystopteris.fragilis","Hippuris.vulgaris","Rumex.Oxyria.digyna.undiff.","Scrophularia","Cal_yrs_BP","min","max"
"160503",0.0139593908629442,0.00126903553299492,0.0139593908629442,0.0951776649746193,0.00253807106598985,0,0.151015228426396,0.00126903553299492,0,0.0406091370558376,0.00253807106598985,0.0253807106598985,0.0050761421319797,0.0215736040609137,0.214467005076142,0.0532994923857868,0.203045685279188,0.00126903553299492,0,0.0748730964467005,0.00380710659898477,0.00380710659898477,0.00380710659898477,0.0355329949238579,0,0,0.00634517766497462,0,0,0.016497461928934,0.00126903553299492,0.00126903553299492,0,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126903553299492,0,0,0,0,0,0,3563.5,NA,NA
"160504",0.00879396984924623,0.00125628140703518,0.0125628140703518,0.0891959798994975,0,0.00125628140703518,0.100502512562814,0.00628140703517588,0.00125628140703518,0.0251256281407035,0.00376884422110553,0.00753768844221105,0.0138190954773869,0.042713567839196,0.0816582914572864,0.0263819095477387,0.407035175879397,0.0050251256281407,0.00125628140703518,0.0942211055276382,0.00125628140703518,0.00376884422110553,0.00628140703517588,0.0263819095477387,0.00125628140703518,0,0.0100502512562814,0.00125628140703518,0.00251256281407035,0.00879396984924623,0,0,0,0,0.00125628140703518,0,0.00125628140703518,0.00251256281407035,0,0,0,0,0,0,0,0,0,0.00125628140703518,0,0,0,0,0.00125628140703518,0,0.00125628140703518,0,0,0,0,0,3730,NA,NA
"160505",0.00636942675159236,0,0.00318471337579618,0.113057324840764,0.00955414012738853,0,0.14171974522293,0.00159235668789809,0,0.0382165605095541,0.00159235668789809,0.00477707006369427,0.0143312101910828,0.0445859872611465,0.089171974522293,0.0477707006369427,0.264331210191083,0.0111464968152866,0,0.127388535031847,0.00159235668789809,0.0111464968152866,0.00159235668789809,0.0254777070063694,0.00159235668789809,0,0.0127388535031847,0,0.00159235668789809,0.0222929936305732,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774,NA,NA
"160506",0.00101317122593718,0,0.00709219858156028,0.152988855116515,0.00506585612968592,0,0.119554204660588,0.00202634245187437,0.00303951367781155,0.0263424518743668,0.00101317122593718,0.00911854103343465,0.0060790273556231,0.0101317122593718,0.210739614994934,0.0780141843971631,0.210739614994934,0.00202634245187437,0.00202634245187437,0.0678824721377913,0.00101317122593718,0.00405268490374873,0.00506585612968592,0.0364741641337386,0,0,0.0101317122593718,0.00101317122593718,0.00202634245187437,0.0151975683890578,0,0.00101317122593718,0,0,0,0,0,0,0,0,0,0,0,0.00101317122593718,0,0.00101317122593718,0,0.00506585612968592,0,0,0,0,0.00101317122593718,0,0,0.00101317122593718,0,0,0,0,4146,NA,NA
"160507",0.00315059861373661,0.000630119722747322,0.0100819155639572,0.197857592942659,0.00189035916824197,0,0.0737240075614367,0.00252047889098929,0,0.017643352236925,0.00126023944549464,0.0119722747321991,0.00378071833648393,0.00504095778197858,0.152488972904852,0.091997479521109,0.306238185255198,0.00315059861373661,0,0.0302457466918715,0,0.0056710775047259,0.00189035916824197,0.0617517328292376,0.00126023944549464,0,0.00252047889098929,0.00189035916824197,0.000630119722747322,0.00756143667296786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630119722747322,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0,0.000630119722747322,0,0,0,4436.5,NA,NA
"160508",0.00390015600624025,0,0.015600624024961,0.232449297971919,0.00078003120124805,0.0015600624024961,0.106864274570983,0.00234009360374415,0.00078003120124805,0.0280811232449298,0.00078003120124805,0.0187207488299532,0.0031201248049922,0.0093603744149766,0.153666146645866,0.0647425897035881,0.177847113884555,0.0031201248049922,0.00078003120124805,0.0655226209048362,0.00234009360374415,0.00702028081123245,0.00390015600624025,0.0725429017160686,0,0,0.0062402496099844,0,0,0.0132605304212168,0,0.00078003120124805,0,0,0,0,0.00078003120124805,0,0,0,0,0,0,0.00078003120124805,0,0,0,0.0015600624024961,0,0,0,0,0,0,0,0,0,0.00078003120124805,0,0,4711.5,NA,NA
"160509",0.00428571428571429,0,0.0171428571428571,0.208571428571429,0,0,0.12,0,0.00142857142857143,0.01,0,0.02,0.00714285714285714,0,0.134285714285714,0.0942857142857143,0.21,0.00142857142857143,0,0.0442857142857143,0.00285714285714286,0.00428571428571429,0,0.0914285714285714,0,0,0.01,0.00428571428571429,0,0.00142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142857142857143,0.00142857142857143,0,0.00285714285714286,0.00142857142857143,0,0,0,0.00142857142857143,0.00142857142857143,0,0,0,0.00142857142857143,0,0.00142857142857143,0,4997,NA,NA
"160510",0.00148809523809524,0,0.00446428571428571,0.208333333333333,0,0,0.104166666666667,0.00148809523809524,0,0.0148809523809524,0,0.0193452380952381,0.00148809523809524,0.00595238095238095,0.0967261904761905,0.139880952380952,0.238095238095238,0.00148809523809524,0,0.056547619047619,0.00446428571428571,0.00446428571428571,0.00595238095238095,0.0758928571428571,0.00297619047619048,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0,0.00148809523809524,0.00148809523809524,0,0.00148809523809524,0,0,0,0,0,0,0,0.00148809523809524,5154.5,NA,NA
"160511",0.00568181818181818,0,0.00994318181818182,0.123579545454545,0.00284090909090909,0.00142045454545455,0.0965909090909091,0,0.00142045454545455,0.0284090909090909,0,0.015625,0.00284090909090909,0.0113636363636364,0.134943181818182,0.166193181818182,0.210227272727273,0.00994318181818182,0,0.0553977272727273,0.00142045454545455,0.00710227272727273,0.00284090909090909,0.078125,0,0,0.00568181818181818,0,0,0.0170454545454545,0.00142045454545455,0,0,0,0,0,0,0.00426136363636364,0.00142045454545455,0,0,0,0,0.00142045454545455,0,0,0,0,0,0,0.00142045454545455,0,0,0,0,0,0,0,0,0.00142045454545455,5398,NA,NA
"160512",0,0,0.0247524752475248,0.196369636963696,0.00165016501650165,0,0.066006600660066,0,0,0.0231023102310231,0,0.0132013201320132,0.0066006600660066,0.00495049504950495,0.122112211221122,0.288778877887789,0.128712871287129,0,0,0.0495049504950495,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.037953795379538,0.00165016501650165,0,0.00165016501650165,0.0033003300330033,0.00165016501650165,0.0066006600660066,0,0,0,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,5668,NA,NA
"160513",0.00234741784037559,0,0.0258215962441315,0.415492957746479,0,0.00117370892018779,0.0868544600938967,0,0.00234741784037559,0.0234741784037559,0.00352112676056338,0.0140845070422535,0.00234741784037559,0.0293427230046948,0.0692488262910798,0.0868544600938967,0.123239436619718,0.00704225352112676,0,0.034037558685446,0.00234741784037559,0.00352112676056338,0.00117370892018779,0.0469483568075117,0,0,0.00586854460093897,0.00234741784037559,0,0.00469483568075117,0,0.00117370892018779,0,0,0,0,0,0.00117370892018779,0.00234741784037559,0,0,0,0,0.00117370892018779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,NA,NA
"160514",0,0,0.0319103061664511,0.309616213885295,0,0,0.0827943078913325,0,0,0.0129366106080207,0.00086244070720138,0.0189736955584304,0.0043122035360069,0.0112117291936179,0.0595084087968952,0.127641224665804,0.127641224665804,0.0043122035360069,0.00172488141440276,0.0914187149633463,0.00689952565761104,0.00258732212160414,0.00517464424320828,0.0750323415265201,0.00086244070720138,0,0.00603708495040966,0.0043122035360069,0,0.00517464424320828,0,0,0,0.00086244070720138,0,0,0.00086244070720138,0.00086244070720138,0.00086244070720138,0,0,0,0.00172488141440276,0.00043122035360069,0,0,0,0.00172488141440276,0,0,0.00172488141440276,0,0,0,0,0,0,0,0,0,6169.5,NA,NA
