"","Pandanus.tectorius","Arecaceae","Cocos.nucifera","Liliaceae","Urticaceae.Moraceae","Cyperaceae","Trilete.Psilate","Monolete.Psilate","Achrostichum.aureum","Aspleniaceae","Blechnaceae","Dicranopteris","Dryopteris","Hypolepis","Davallia.Histiopteris","Polypodiaceae","Macaranga.comp.","Acalypha","Premna","Trema","Glochidion.societales","Homalium","Erythrina.variegata","Fabaceae","Polygonaceae","Sophora.tomentosa","cf..Sapindus","cf..Brassicaceae","cf..Scaevola","cf.Coprosma","cf.Meryta","cf..Pouteria","Hernandia","Euphorbiaceae","Solanaceae","Myrtaceae","Tournefortia.argentea","Timonius","Triumfetta.procumbens","Colocasia.esculenta","Aleurites.moluccana","Asteraceae.tubuliflorae","Asteraceae.Liguliflorae","Chenopodiaceae.pos..algae","Poaceae..40.microns","Poaceae..40.microns.1","cf..Canna.indica","cf..Calophyllum","Labiatae","Pteris","Cyclosorus.interruptus","Sphaerostephanos","Comellina.diffusa","cf..Morinda.citrifolia","cf..Hedyotis","cf..Psychotria","cf..Apocynaceae","Casuarina","Barringtonia","Ludwigia.peploides","Hibiscus.tiliaceus","Malvaceae","Angiopteris","Bryophytes..liverwort.","Nothofagus.brassospora","Pinus..exotic.","Cal_yrs_BP","min","max"
"21",0.825949367111353,0.00316455696381429,0,0,0.0126582278451622,0.0126582278451622,0.0348101265817673,0.0126582278451622,0.0474683544269296,0,0,0,0,0.00949367088134794,0.0158227848089765,0,0.0158227848089765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949367088134794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,NA,NA
"22",0.978260869559759,0,0,0,0,0,0,0,0.0188405797115277,0,0,0,0,0,0,0,0.0028985507287133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,NA,NA
"23",0.972835314090272,0,0,0,0,0.00169779286998302,0,0.00169779286998302,0.0186757215598132,0,0,0,0,0.00339558573996604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169779286998302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.5,NA,NA
"24",0.927097661618542,0,0,0,0,0.00550206327011004,0,0.00275103164005502,0.0577716643711554,0,0.00137551582002751,0,0,0,0.00137551582002751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137551582002751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275103164005502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558,NA,NA
"25",0.3486238531915,0,0,0,0,0,0.00764525993911399,0.247706421999208,0.360856269142229,0,0.00152905198381057,0,0,0,0,0.00305810397765171,0.00611620795530343,0,0,0.00152905198381057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305810397765171,0,0,0,0,0.00611620795530343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137614678944174,0,0,1618,NA,NA
"26",0.0238095238088095,0,0,0,0,0.0476190476176191,0,0.142857142892857,0.702380952364881,0,0,0,0,0.0357142857082143,0,0.0119047618994048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238088095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119047618994048,0,0,1680,NA,NA
"27",0.0950819672204461,0,0,0,0,0.0163934426256168,0.0131147541025262,0.386885245927966,0.249180327856522,0,0.00327868852309057,0,0,0,0.00327868852309057,0.160655737682257,0.0196721311487073,0,0,0,0.0131147541025262,0,0,0,0,0,0,0,0,0,0,0.00655737704618113,0.00327868852309057,0,0,0,0.00327868852309057,0,0,0,0,0,0,0.00327868852309057,0,0,0,0,0,0.0196721311487073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327868852309057,0,0,1737,NA,NA
"28",0.0396825396784127,0,0,0,0,0.0119047618995238,0,0.043650793648254,0.793650793668254,0,0,0,0,0.0119047618995238,0,0.0317460317487302,0.0119047618995238,0,0,0,0.0238095238090476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119047618995238,0,0,0,0,0.00396825396984127,0.00396825396984127,0,0,0,0,0,0,0,0.00396825396984127,0.00396825396984127,0,1817.5,NA,NA
"29",0.0309278350552687,0.00147275404881811,0,0,0,0.0103092783517562,0.00294550809763622,0.0486008836511154,0.66863033874513,0,0,0,0,0,0,0.070692194403446,0.00736377025412,0,0,0.00147275404881811,0.148748159050983,0,0,0,0,0,0,0,0,0,0,0.00147275404881811,0,0,0,0,0,0,0,0,0,0,0,0.00147275404881811,0,0,0,0,0,0.00589101619527244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,NA,NA
"30",0.0414746543743456,0,0,0,0.00460829493496825,0,0.00460829493496825,0.0368663594494695,0.612903225795708,0,0.027649769579533,0,0,0,0,0.230414746546569,0.0138248847948126,0,0,0,0.00921658985984434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921658985984434,0.00460829493496825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460829493496825,0,0,1955,NA,NA
