"","Alnus","Cecropia.type","Celtis","Cupressaceae","Eryngium","Fraxinus.excelsior.type","Hedyosmum.type","Juglans","Montia","Moraceae","Morus.alba.type","Myrica","Myrsinaceae","Plantago.lanceolata.type","Platanus","Podocarpus","Quercus","Salix","Thalictrum","Weinmannia.type","Acacia","Acnistus.ellipticus","Bursera.graveolens.s.l.","Caesalpiniaceae","Cassia.type","Castela.galapageia","Casuarina","Chiococca.alba","Cinchona.pubescens","Cinchona.pubescens.stomata","Cordia","Croton.scouleri","Cryptocarpus.pyriformis","Dodonaea.viscosa","Hippomane.mancinella","Lantana.peduncularis","Lycium","Miconia.robinsoniana","Parkinsonia.aculeata","Pernettya.howellii","Phoradendron.henslowii","Piscidia.carthagenensis","Pisonia.floribunda","Prosopis.juliflora","Psidium.galapageium","Psidium.guajava","Psychotria.rufipes","Rhizophora.mangle","Rubus","Sapindaceae","Scalesia","Scutia.spicata.var..pauciflora","Tournefortia.pubescens.T..rufo.sericea","Trema","Zanthoxylum.fagara","Acalypha..P3.","Acalypha.type..P4.large.","Ageratum.conyzoides","Alternanthera","Amaranthus","Ambrosia","Apium","Bastardia.viscosa","Bidens.type","Borreria.dispersa.type","Borreria.laevis.type","Brickellia.diffusa","Cardiospermum","Ceratophyllum.spine","cf..Grabowskia","cf..Hedera","Chamaesyce","Chenopodiaceae.type","Chrysanthellum.type","Cissampelos","Commelina","Compositae.Subfam..Asteroideae","Crotalaria.type","Cruciferae","Cuphea.carthagenensis","Desmodium.type","Drymaria","Euphorbia","Evolvulus","Fleurya.aestuans","Galium","Gnaphalium.type","Gomphrena","Gramineae","Heliotropium","Hibiscus.diversifolius.type","Hypericum.uliginosum","Hypoxis.decumbens","Hyptis","Jaegeria.gracilis","Justicia.galapagana","Lantana.peduncularis.1","Lindernia","Ludwigia","Mecardonia.dianthera","Mentzelia.aspera","Papilionaceae","Papilionaceae..small.round.pores.","Phyllanthus","Phyllanthus.carolinianus","Physalis","Pilea.baurii","Plantago","Pollen..indet..","Pollen..tetracolpate.short.colpi.","Pollen..tricolpate.psilate.small.","Pollen..tricolpate.short.colpi.","Pollen..tricolporate.fine.reticulum.","Pollen..tricolporate.short.colpi.","Pollen..tricolporate.small.scabrate.","Pollen..tricolporate.small.smooth.","Polygonum.Sect..Persicaria","Portulacaceae","Ranunculus.Subgen..Batrachium","Rumex.type","Salvia","Sida","Sisyrinchium.galapagense","Solanaceae","Solanum.americanum.type","Solanum.type","Urtica.type","Utricularia","Verbena.littoralis.type","Vigna.luteola","Cyperaceae","Cal_yrs_BP","min","max"
"...14","1.345291e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","4.484305e-03","4.484305e-03","0.000000e+00","0.000000e+00","5.381166e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.968610e-03","0.000000e+00","0.000000e+00","0.000000e+00","7.623318e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.793722e-02","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","4.035874e-02","0.000000e+00","6.726457e-02","8.968610e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","4.484305e-03","1.793722e-02","4.484305e-03","0.000000e+00","4.291845e-02","0.000000e+00","0.000000e+00","8.968610e-03","4.484305e-03","0.000000e+00","0.000000e+00","8.968610e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","0.000000e+00","8.968610e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","1.524664e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.152466e-01","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-02","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","0.000000e+00","2.242152e-02","4.484305e-03","3.139013e-02","4.484305e-03","4.484305e-03","4.484305e-03","0.000000e+00","4.484305e-03","4.484305e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","0.000000e+00","4.484305e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.484305e-03","4.484305e-03","0.000000e+00","1.031390e-01","0.000000e+00","0.000000e+00","7.486574e-01","1.197000e+03",NA,NA
"...15","7.782101e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.556420e-02","2.334630e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.167315e-02","0.000000e+00","7.782101e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.334630e-02","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.280156e-02","0.000000e+00","8.560311e-02","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.945525e-02","3.891051e-03","1.556420e-02","0.000000e+00","3.891051e-03","3.443878e-01","0.000000e+00","0.000000e+00","7.782101e-03","1.556420e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.556420e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","1.789883e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","2.023346e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.171206e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","1.556420e-02","0.000000e+00","2.334630e-02","0.000000e+00","1.167315e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","1.011673e-01","0.000000e+00","0.000000e+00","7.678571e-01","1.379000e+03",NA,NA
"...16","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.310345e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.310345e-03","1.724138e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.310345e-03","0.000000e+00","0.000000e+00","0.000000e+00","7.758621e-02","0.000000e+00","4.310345e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.620690e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.310345e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.724138e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.293103e-02","2.586207e-02","0.000000e+00","9.913793e-02","2.155172e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.620690e-03","0.000000e+00","2.155172e-02","0.000000e+00","0.000000e+00","2.521008e-02","0.000000e+00","0.000000e+00","1.724138e-02","0.000000e+00","0.000000e+00","4.310345e-03","4.310345e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.724138e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.939655e-01","8.620690e-03","0.000000e+00","0.000000e+00","4.310345e-03","0.000000e+00","2.543103e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.017241e-02","0.000000e+00","0.000000e+00","4.310345e-03","0.000000e+00","0.000000e+00","2.586207e-02","0.000000e+00","1.724138e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.293103e-02","0.000000e+00","0.000000e+00","7.327586e-02","0.000000e+00","0.000000e+00","7.742857e-01","1.562000e+03",NA,NA
"...17","3.861004e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.861004e-03","0.000000e+00","3.861004e-03","3.861004e-03","3.861004e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.722008e-03","3.861004e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.722008e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.474903e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.158301e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.930502e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.930502e-02","2.316602e-02","3.861004e-03","9.266409e-02","7.722008e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.158301e-02","1.544402e-02","2.316602e-02","3.861004e-03","7.722008e-03","2.264151e-02","0.000000e+00","0.000000e+00","1.158301e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.158301e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.158301e-02","0.000000e+00","3.861004e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.046332e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.722008e-03","0.000000e+00","1.621622e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.494208e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.722008e-03","0.000000e+00","2.702703e-02","0.000000e+00","3.474903e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.861004e-03","0.000000e+00","1.158301e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.158301e-02","0.000000e+00","0.000000e+00","5.791506e-02","0.000000e+00","0.000000e+00","6.681870e-01","1.744000e+03",NA,NA
"...18","3.424658e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.424658e-03","2.054795e-02","0.000000e+00","0.000000e+00","3.424658e-03","0.000000e+00","6.849315e-03","0.000000e+00","0.000000e+00","0.000000e+00","5.821918e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.424658e-03","3.424658e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.369863e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.712329e-02","3.082192e-02","0.000000e+00","9.589041e-02","6.849315e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.712329e-02","0.000000e+00","3.082192e-02","0.000000e+00","0.000000e+00","3.311258e-02","0.000000e+00","0.000000e+00","2.054795e-02","0.000000e+00","3.424658e-03","0.000000e+00","6.849315e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.027397e-02","0.000000e+00","3.424658e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.465753e-01","0.000000e+00","0.000000e+00","3.424658e-03","6.849315e-03","0.000000e+00","1.541096e-01","0.000000e+00","0.000000e+00","0.000000e+00","5.479452e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.739726e-02","0.000000e+00","3.767123e-02","0.000000e+00","6.849315e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.849315e-03","0.000000e+00","6.849315e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.561644e-02","0.000000e+00","0.000000e+00","6.871945e-01","1.838000e+03",NA,NA
"...19","4.255319e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","1.702128e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.680851e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","0.000000e+00","4.255319e-03","0.000000e+00","4.255319e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.127660e-02","0.000000e+00","0.000000e+00","0.000000e+00","2.978723e-02","6.382979e-02","0.000000e+00","5.531915e-02","1.702128e-02","4.255319e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","1.702128e-02","0.000000e+00","0.000000e+00","6.374502e-02","0.000000e+00","0.000000e+00","8.510638e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.510638e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","0.000000e+00","8.510638e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","0.000000e+00","2.510638e-01","0.000000e+00","4.255319e-03","0.000000e+00","4.255319e-03","0.000000e+00","1.361702e-01","0.000000e+00","0.000000e+00","0.000000e+00","1.148936e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.510638e-03","0.000000e+00","1.702128e-02","0.000000e+00","3.404255e-02","0.000000e+00","4.255319e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.255319e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.936170e-02","0.000000e+00","0.000000e+00","5.297398e-01","1.902000e+03",NA,NA
"...20","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","3.802281e-03","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.942966e-02","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.604563e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.520913e-02","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","3.802281e-03","0.000000e+00","0.000000e+00","2.281369e-02","6.463878e-02","0.000000e+00","6.463878e-02","2.661597e-02","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","3.802281e-03","1.520913e-02","0.000000e+00","0.000000e+00","1.084746e-01","0.000000e+00","0.000000e+00","1.140684e-02","3.802281e-03","3.802281e-03","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.604563e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.520913e-02","0.000000e+00","2.205323e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","1.292776e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.745247e-02","0.000000e+00","0.000000e+00","1.140684e-02","7.604563e-03","0.000000e+00","3.802281e-02","0.000000e+00","7.604563e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.604563e-03","0.000000e+00","7.604563e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.802281e-03","0.000000e+00","0.000000e+00","4.562738e-02","0.000000e+00","0.000000e+00","5.950521e-01","1.966000e+03",NA,NA
"...21","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.368201e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","1.255230e-02","0.000000e+00","4.184100e-03","0.000000e+00","0.000000e+00","8.368201e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.510460e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.092050e-02","4.184100e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.368201e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.368201e-03","4.602510e-02","0.000000e+00","9.623431e-02","8.368201e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","0.000000e+00","2.991202e-01","0.000000e+00","0.000000e+00","8.368201e-03","8.368201e-03","0.000000e+00","0.000000e+00","1.255230e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","2.928870e-02","4.184100e-03","3.054393e-01","4.184100e-03","0.000000e+00","0.000000e+00","4.184100e-03","0.000000e+00","1.046025e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.949791e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.255230e-02","0.000000e+00","2.510460e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","0.000000e+00","4.184100e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.184100e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.213389e-01","0.000000e+00","0.000000e+00","5.318352e-01","2.030000e+03",NA,NA
"...22","4.405286e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.643172e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.845815e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.810573e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","3.964758e-02","0.000000e+00","4.405286e-02","4.405286e-03","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","4.405286e-03","0.000000e+00","2.202643e-02","0.000000e+00","0.000000e+00","2.991453e-02","0.000000e+00","0.000000e+00","1.321586e-02","4.405286e-03","0.000000e+00","0.000000e+00","1.321586e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","4.405286e-03","3.436123e-01","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","1.321586e-01","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.810573e-03","0.000000e+00","3.083700e-02","0.000000e+00","5.726872e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.321586e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.405286e-03","0.000000e+00","0.000000e+00","9.251101e-02","0.000000e+00","0.000000e+00","6.794381e-01","2.094000e+03",NA,NA
"...23","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.460208e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.460208e-03","2.076125e-02","0.000000e+00","0.000000e+00","6.920415e-03","0.000000e+00","3.460208e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.152249e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.038062e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.730104e-02","0.000000e+00","0.000000e+00","0.000000e+00","2.422145e-02","3.460208e-02","0.000000e+00","1.003460e-01","6.920415e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.920415e-03","3.460208e-03","1.384083e-02","3.460208e-03","0.000000e+00","1.598837e-01","0.000000e+00","0.000000e+00","1.730104e-02","1.038062e-02","0.000000e+00","0.000000e+00","3.460208e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.920415e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.321799e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.460208e-03","0.000000e+00","1.211073e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.650519e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.076125e-02","0.000000e+00","1.038062e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.460208e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.304498e-02","0.000000e+00","0.000000e+00","8.285714e-01","2.158000e+03",NA,NA
"...24","3.401361e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","0.000000e+00","6.802721e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.360544e-02","0.000000e+00","0.000000e+00","0.000000e+00","5.102041e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","1.700680e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.020408e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.020408e-02","1.326531e-01","3.401361e-03","4.761905e-02","0.000000e+00","3.401361e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","6.802721e-03","0.000000e+00","0.000000e+00","7.547170e-02","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.020408e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.802721e-03","0.000000e+00","2.993197e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.190476e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.482993e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","0.000000e+00","3.741497e-02","0.000000e+00","1.360544e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.802721e-03","0.000000e+00","1.020408e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.401361e-03","8.843537e-02","0.000000e+00","0.000000e+00","4.326750e-01","2.223000e+03",NA,NA
